record_id,governorate,city,region,year,month,date,latitude,longitude,utm32_easting,utm32_northing,population_density,urban_index,temperature_c,rainfall_mm,humidity_pct,ndvi_score,drought_pressure_score,electricity_pressure_score,tourism_pressure_score,observed_index,data_nature,observed_lag_1,observed_lag_2,observed_lag_3,observed_lag_6,observed_lag_12,rolling_mean_3,rolling_mean_6,target_stage1_tabular_score,target_stage2_lstm_score,lstm_agri_price_next_3m
EX24_Sidi_Bouzid_2022_06,Sidi Bouzid,Sidi Bouzid,Centre,2022,6,2022-06-15,35.049143,9.502634,545838.96,3878608.34,85,36.0,35.56,27.46,39.69,27.18,83.21,73.97,38.24,81.26,données du projet,80.07,75.99,63.42,50.37,87.77,73.16000000000004,60.001666666666665,81.74,81.43,81.43
EX24_Sidi_Bouzid_2022_07,Sidi Bouzid,Sidi Bouzid,Centre,2022,7,2022-07-15,35.013525,9.481983,543974.7,3874649.03,85,36.0,34.98,6.77,43.85,24.76,94.67,70.84,40.6,90.94,données du projet,81.26,80.07,75.99,35.84,90.99,79.1066666666667,65.14999999999999,82.54,82.02,82.02
EX24_Sidi_Bouzid_2022_08,Sidi Bouzid,Sidi Bouzid,Centre,2022,8,2022-08-15,35.075849,9.490012,544673.29,3881564.29,85,36.0,34.22,30.58,41.0,18.44,89.3,77.63,47.68,85.71,données du projet,90.94,81.26,80.07,54.32,95.06,84.09000000000005,74.33333333333333,86.27,75.41,75.41
EX24_Sidi_Bouzid_2022_09,Sidi Bouzid,Sidi Bouzid,Centre,2022,9,2022-09-15,35.04489,9.503189,545891.95,3878136.88,85,36.0,33.33,16.39,47.7,25.47,76.82,64.19,37.75,78.82,données du projet,85.71,90.94,81.26,63.42,83.96,85.97000000000004,79.565,86.35,63.52,63.52
EX24_Sidi_Bouzid_2022_10,Sidi Bouzid,Sidi Bouzid,Centre,2022,10,2022-10-15,35.076664,9.497214,545329.43,3881657.93,85,36.0,20.3,31.15,60.73,44.64,58.0,58.8,4.13,76.07,données du projet,78.82,85.71,90.94,75.99,76.38,85.15666666666671,82.13166666666666,59.7,56.95,56.95
EX24_Sidi_Bouzid_2022_11,Sidi Bouzid,Sidi Bouzid,Centre,2022,11,2022-11-15,35.072409,9.433933,539562.32,3881159.12,85,36.0,18.54,55.48,71.92,53.0,51.24,59.09,9.51,63.55,données du projet,76.07,78.82,85.71,80.07,57.14,80.20000000000005,82.145,47.98,53.4,53.4
EX24_Sidi_Bouzid_2022_12,Sidi Bouzid,Sidi Bouzid,Centre,2022,12,2022-12-15,35.009936,9.437753,539941.01,3874232.45,85,36.0,15.98,44.9,74.77,55.83,36.43,46.34,20.69,50.9,données du projet,63.55,76.07,78.82,81.26,50.37,72.81333333333338,79.39166666666667,45.92,49.82,49.82
EX24_Sidi_Bouzid_2023_01,Sidi Bouzid,Sidi Bouzid,Centre,2023,1,2023-01-15,34.989021,9.497256,545381.66,3871938.41,85,36.0,20.03,64.79,71.08,54.24,40.72,48.39,5.06,50.49,données du projet,50.9,63.55,76.07,90.94,35.84,63.50666666666671,74.33166666666666,49.15,59.7,59.7
EX24_Sidi_Bouzid_2023_02,Sidi Bouzid,Sidi Bouzid,Centre,2023,2,2023-02-15,35.035477,9.482761,544033.89,3877083.85,85,36.0,15.05,42.42,72.78,53.13,42.55,46.03,2.05,46.48,données du projet,50.49,50.9,63.55,85.71,54.32,54.98000000000005,67.58999999999999,48.9,69.66,69.66
EX24_Sidi_Bouzid_2023_03,Sidi Bouzid,Sidi Bouzid,Centre,2023,3,2023-03-15,35.039095,9.481273,543896.25,3877484.37,85,36.0,20.28,45.53,61.69,43.43,58.08,54.01,9.6,55.6,données du projet,46.48,50.49,50.9,78.82,63.42,49.29000000000005,61.051666666666655,66.43,73.74,73.74
EX24_Sidi_Bouzid_2023_04,Sidi Bouzid,Sidi Bouzid,Centre,2023,4,2023-04-15,35.037572,9.471331,542990.21,3877311.2,85,36.0,27.24,41.42,60.54,35.21,73.96,70.14,6.68,73.71,données du projet,55.6,46.48,50.49,76.07,75.99,50.85666666666671,57.18166666666667,62.56,77.83,77.83
EX24_Sidi_Bouzid_2023_05,Sidi Bouzid,Sidi Bouzid,Centre,2023,5,2023-05-15,35.017943,9.49303,544980.18,3875143.98,85,36.0,30.58,64.87,55.41,33.82,57.78,64.22,22.61,70.1,données du projet,73.71,55.6,46.48,63.55,80.07,58.596666666666714,56.78833333333333,100.0,89.57,89.57
EX24_Sidi_Bouzid_2023_06,Sidi Bouzid,Sidi Bouzid,Centre,2023,6,2023-06-15,35.102409,9.416554,537963.91,3884479.24,85,36.0,30.92,8.0,51.24,24.85,86.74,55.96,33.05,79.37,données du projet,70.1,73.71,55.6,50.9,81.26,66.47000000000004,57.879999999999995,88.46,91.58,91.58
EX24_Sidi_Bouzid_2023_07,Sidi Bouzid,Sidi Bouzid,Centre,2023,7,2023-07-15,35.018368,9.445651,540657.46,3875170.75,85,36.0,33.65,0.0,38.06,22.65,99.29,71.03,50.35,89.77,données du projet,79.37,70.1,73.71,50.49,90.94,74.39333333333337,62.625,84.97,85.21,85.21
EX24_Sidi_Bouzid_2023_08,Sidi Bouzid,Sidi Bouzid,Centre,2023,8,2023-08-15,35.064823,9.510033,546504.8,3880350.69,85,36.0,33.65,17.71,46.35,22.01,92.31,74.3,31.21,99.04,données du projet,89.77,79.37,70.1,46.48,85.71,79.74666666666671,69.17166666666667,90.71,76.1,76.1
EX24_Sidi_Bouzid_2023_09,Sidi Bouzid,Sidi Bouzid,Centre,2023,9,2023-09-15,35.04853,9.483389,544084.16,3878531.7,85,36.0,29.61,9.64,55.28,35.02,94.82,61.47,39.66,89.46,données du projet,99.04,89.77,79.37,55.6,78.82,89.39333333333339,77.93166666666667,68.94,66.15,66.15
EX24_Sidi_Bouzid_2023_10,Sidi Bouzid,Sidi Bouzid,Centre,2023,10,2023-10-15,35.060625,9.510785,546575.79,3879885.48,85,36.0,24.08,52.59,64.46,48.75,48.55,54.78,12.57,67.67,données du projet,89.46,99.04,89.77,73.71,76.07,92.75666666666672,83.575,81.01,57.01,57.01
EX24_Sidi_Bouzid_2023_11,Sidi Bouzid,Sidi Bouzid,Centre,2023,11,2023-11-15,35.048196,9.494025,545054.35,3878499.41,85,36.0,19.36,42.65,70.16,45.95,50.92,45.21,10.77,66.14,données du projet,67.67,89.46,99.04,70.1,63.55,85.39000000000006,82.56833333333333,52.08,52.7,52.7
EX24_Sidi_Bouzid_2023_12,Sidi Bouzid,Sidi Bouzid,Centre,2023,12,2023-12-15,35.052147,9.466496,542541.68,3878925.41,85,36.0,16.11,56.8,67.01,56.76,34.15,58.36,7.91,60.99,données du projet,66.14,67.67,89.46,79.37,50.9,74.42333333333339,81.90833333333333,46.35,54.61,54.61
EX24_Sidi_Bouzid_2024_01,Sidi Bouzid,Sidi Bouzid,Centre,2024,1,2024-01-15,35.032404,9.489115,544615.12,3876745.92,85,36.0,16.29,61.26,72.52,55.39,23.27,48.21,12.8,44.9,données du projet,60.99,66.14,67.67,89.77,50.49,64.93333333333338,78.84500000000001,56.02,64.46,64.46
EX24_Sidi_Bouzid_2024_02,Sidi Bouzid,Sidi Bouzid,Centre,2024,2,2024-02-15,35.049907,9.509045,546423.16,3878695.98,85,36.0,17.61,60.62,65.07,51.45,46.16,49.05,22.55,51.76,données du projet,44.9,60.99,66.14,99.04,46.48,57.34333333333338,71.36666666666666,78.52,73.11,73.11
EX24_Sidi_Bouzid_2024_03,Sidi Bouzid,Sidi Bouzid,Centre,2024,3,2024-03-15,35.054141,9.502851,545855.98,3879162.72,85,36.0,20.93,32.23,69.66,55.47,63.14,65.83,10.75,67.01,données du projet,51.76,44.9,60.99,89.46,55.6,52.55000000000005,63.48666666666666,77.78,79.47,79.47
EX24_Sidi_Bouzid_2024_04,Sidi Bouzid,Sidi Bouzid,Centre,2024,4,2024-04-15,35.002141,9.421958,538503.49,3873361.81,85,36.0,24.48,12.94,59.25,38.43,65.67,65.38,11.66,77.75,données du projet,67.01,51.76,44.9,67.67,73.71,54.55666666666671,59.745000000000005,87.45,84.11,84.11
EX24_Sidi_Bouzid_2024_05,Sidi Bouzid,Sidi Bouzid,Centre,2024,5,2024-05-15,35.00956,9.486223,544363.67,3874211.19,85,36.0,29.47,33.15,59.55,32.6,84.3,65.77,6.46,69.13,données du projet,77.75,67.01,51.76,66.14,70.1,65.50666666666672,61.42500000000001,89.62,97.37,97.37
EX24_Sidi_Bouzid_2024_06,Sidi Bouzid,Sidi Bouzid,Centre,2024,6,2024-06-15,35.109162,9.508527,546342.44,3885267.15,85,36.0,36.16,21.55,45.61,33.82,91.87,78.78,43.62,92.98,données du projet,69.13,77.75,67.01,60.99,79.37,71.29666666666672,61.923333333333325,100.0,91.94,91.94
EX24_Sidi_Bouzid_2024_07,Sidi Bouzid,Sidi Bouzid,Centre,2024,7,2024-07-15,35.029206,9.500042,545613.62,3876396.21,85,36.0,35.6,5.87,47.94,26.14,100.0,68.85,39.87,100.0,données du projet,92.98,69.13,77.75,44.9,89.77,79.95333333333338,67.255,100.0,89.42,89.42
EX24_Sidi_Bouzid_2024_08,Sidi Bouzid,Sidi Bouzid,Centre,2024,8,2024-08-15,35.073598,9.520391,547444.2,3881328.65,85,36.0,33.56,16.38,43.48,32.91,100.0,64.92,49.26,93.57,données du projet,100.0,92.98,69.13,51.76,99.04,87.37000000000005,76.43833333333333,93.73,76.65,76.65
EX24_Sidi_Bouzid_2024_09,Sidi Bouzid,Sidi Bouzid,Centre,2024,9,2024-09-15,35.021314,9.467721,542669.4,3875506.6,85,36.0,31.95,43.08,48.03,31.03,83.04,76.56,32.65,89.57,données du projet,93.57,100.0,92.98,67.01,89.46,95.51666666666671,83.40666666666667,76.21,61.75,61.75
EX24_Sidi_Bouzid_2024_10,Sidi Bouzid,Sidi Bouzid,Centre,2024,10,2024-10-15,35.056084,9.508967,546412.62,3879381.02,85,36.0,22.24,44.67,68.06,43.14,40.94,71.52,18.33,76.59,données du projet,89.57,93.57,100.0,77.75,67.67,94.38000000000004,87.16666666666667,72.02,53.57,53.57
EX24_Sidi_Bouzid_2024_11,Sidi Bouzid,Sidi Bouzid,Centre,2024,11,2024-11-15,35.036779,9.453334,541349.06,3877215.64,85,36.0,19.07,67.97,68.06,52.61,41.5,52.28,18.06,61.38,données du projet,76.59,89.57,93.57,69.13,66.14,86.57666666666671,86.97333333333331,50.13,48.37,48.37
EX24_Sidi_Bouzid_2024_12,Sidi Bouzid,Sidi Bouzid,Centre,2024,12,2024-12-15,35.021658,9.497113,545350.66,3875557.75,85,36.0,16.25,60.55,71.92,51.66,27.43,61.34,16.08,50.34,données du projet,61.38,76.59,89.57,92.98,60.99,75.8466666666667,85.68166666666666,60.86,51.01,51.01
EX24_Sidi_Bouzid_2025_01,Sidi Bouzid,Sidi Bouzid,Centre,2025,1,2025-01-15,35.040596,9.435538,539724.03,3877631.75,85,36.0,15.0,54.34,79.97,52.59,22.86,40.62,4.86,49.03,données du projet,50.34,61.38,76.59,100.0,44.9,62.770000000000046,78.575,66.13,59.84,59.84
EX24_Sidi_Bouzid_2025_02,Sidi Bouzid,Sidi Bouzid,Centre,2025,2,2025-02-15,35.076258,9.513856,546846.85,3881620.62,85,36.0,17.4,50.22,73.48,51.03,43.57,59.24,19.0,50.43,données du projet,49.03,50.34,61.38,93.57,51.76,53.58333333333338,70.08,66.96,67.62,67.62
EX24_Sidi_Bouzid_2025_03,Sidi Bouzid,Sidi Bouzid,Centre,2025,3,2025-03-15,35.084894,9.475228,543320.7,3882560.82,85,36.0,21.17,42.31,67.33,47.86,65.4,63.13,19.1,61.39,données du projet,50.43,49.03,50.34,89.57,67.01,49.93333333333337,62.89000000000001,62.41,78.85,78.85
EX24_Sidi_Bouzid_2025_04,Sidi Bouzid,Sidi Bouzid,Centre,2025,4,2025-04-15,35.039876,9.505338,546090.71,3877581.83,85,36.0,26.08,22.08,57.86,38.24,68.02,71.72,34.04,70.88,données du projet,61.39,50.43,49.03,76.59,77.75,53.61666666666671,58.193333333333335,43.14,84.21,84.21
EX24_Sidi_Bouzid_2025_05,Sidi Bouzid,Sidi Bouzid,Centre,2025,5,2025-05-15,35.08149,9.432808,539455.39,3882165.74,85,36.0,31.47,17.6,61.04,33.26,84.54,58.03,24.46,72.23,données du projet,70.88,61.39,50.43,61.38,69.13,60.90000000000004,57.24166666666667,70.03,88.22,88.22
EX24_Sidi_Bouzid_2025_06,Sidi Bouzid,Sidi Bouzid,Centre,2025,6,2025-06-15,35.043152,9.449222,540970.88,3877920.7,85,36.0,35.46,24.42,46.61,39.92,94.43,77.96,19.63,87.3,données du projet,72.23,70.88,61.39,50.34,92.98,68.1666666666667,59.050000000000004,100.0,88.6,88.6
EX24_Sidi_Bouzid_2025_07,Sidi Bouzid,Sidi Bouzid,Centre,2025,7,2025-07-15,35.023841,9.535978,548894.92,3875818.18,85,36.0,36.12,25.48,42.77,25.54,91.38,84.09,35.51,97.38,données du projet,87.3,72.23,70.88,49.03,100.0,76.80333333333338,65.21,93.57,83.24,83.24
EX24_Sidi_Bouzid_2025_08,Sidi Bouzid,Sidi Bouzid,Centre,2025,8,2025-08-15,35.046011,9.4829,544040.96,3878252.06,85,36.0,33.74,7.84,51.24,19.28,85.36,71.45,51.24,92.88,données du projet,97.38,87.3,72.23,50.43,93.57,85.63666666666671,73.26833333333333,90.07,67.75,67.75
EX24_Sidi_Bouzid_2025_09,Sidi Bouzid,Sidi Bouzid,Centre,2025,9,2025-09-15,34.993815,9.471566,543034.61,3872458.76,85,36.0,30.54,41.42,50.76,37.09,79.63,70.23,39.46,82.73,données du projet,92.88,97.38,87.3,61.39,89.57,92.52000000000004,80.34333333333332,72.38,64.24,64.24
EX24_Siliana_2017_01,Siliana,Siliana,Nord-Ouest,2017,1,2017-01-15,36.064619,9.405884,536551.56,3991191.85,70,32.0,13.2,54.85,79.13,41.94,42.8,41.7,15.87,45.55,données du projet,59.12,60.2,75.42,88.14,47.36,64.91333333333337,73.385,37.3,48.95,48.95
EX24_Siliana_2017_02,Siliana,Siliana,Nord-Ouest,2017,2,2017-02-15,36.112244,9.341845,530766.01,3996452.17,70,32.0,12.13,37.4,70.53,59.26,37.3,49.6,0.0,37.38,données du projet,45.55,59.12,60.2,86.48,46.18,54.956666666666706,66.28666666666668,45.71,57.11,57.11
EX24_Siliana_2017_03,Siliana,Siliana,Nord-Ouest,2017,3,2017-03-15,36.036601,9.384653,534651.89,3988076.46,70,32.0,21.31,42.5,64.9,43.5,46.04,51.88,3.03,48.55,données du projet,37.38,45.55,59.12,70.95,62.84,47.350000000000044,58.10333333333333,42.7,73.28,73.28
EX24_Siliana_2017_04,Siliana,Siliana,Nord-Ouest,2017,4,2017-04-15,36.075404,9.370233,533336.47,3992375.33,70,32.0,24.14,37.28,60.22,38.26,56.12,51.76,21.65,57.18,données du projet,48.55,37.38,45.55,75.42,68.36,43.82666666666671,54.370000000000005,84.3,84.32,84.32
EX24_Siliana_2017_05,Siliana,Siliana,Nord-Ouest,2017,5,2017-05-15,36.054022,9.373341,533625.41,3990004.78,70,32.0,26.21,30.2,51.41,32.61,73.58,58.38,23.26,69.92,données du projet,57.18,48.55,37.38,60.2,76.17,47.703333333333376,51.330000000000005,75.93,88.43,88.43
EX24_Siliana_2017_06,Siliana,Siliana,Nord-Ouest,2017,6,2017-06-15,36.067119,9.325036,529269.95,3991441.85,70,32.0,32.72,36.5,49.64,22.64,89.07,76.27,40.31,87.03,données du projet,69.92,57.18,48.55,59.12,75.42,58.55000000000005,52.95000000000001,100.0,82.0,82.0
EX24_Siliana_2017_07,Siliana,Siliana,Nord-Ouest,2017,7,2017-07-15,36.089801,9.370034,533312.49,3993972.18,70,32.0,33.84,22.66,40.85,27.58,100.0,55.61,49.08,87.48,données du projet,87.03,69.92,57.18,45.55,88.14,71.37666666666671,57.60166666666667,85.31,76.29,76.29
EX24_Siliana_2017_08,Siliana,Siliana,Nord-Ouest,2017,8,2017-08-15,36.068491,9.402554,536249.89,3991620.17,70,32.0,32.88,15.43,48.0,23.18,95.71,63.33,48.32,79.88,données du projet,87.48,87.03,69.92,37.38,86.48,81.4766666666667,64.59,81.38,63.91,63.91
EX24_Siliana_2017_09,Siliana,Siliana,Nord-Ouest,2017,9,2017-09-15,36.095801,9.361082,532504.17,3994634.63,70,32.0,29.52,37.34,53.67,26.93,91.1,55.91,47.98,78.36,données du projet,79.88,87.48,87.03,48.55,70.95,84.79666666666672,71.67333333333333,41.39,58.52,58.52
EX24_Siliana_2017_10,Siliana,Siliana,Nord-Ouest,2017,10,2017-10-15,36.07004,9.356801,532129.22,3991775.82,70,32.0,22.69,38.96,61.93,49.92,56.94,52.41,21.8,66.06,données du projet,78.36,79.88,87.48,57.18,75.42,81.90666666666671,76.64166666666667,48.8,55.42,55.42
EX24_Siliana_2017_11,Siliana,Siliana,Nord-Ouest,2017,11,2017-11-15,36.11857,9.377099,533936.15,3997165.6,70,32.0,16.31,42.23,68.18,54.17,48.58,39.51,19.81,56.5,données du projet,66.06,78.36,79.88,69.92,60.2,74.76666666666671,78.12166666666667,63.73,48.63,48.63
EX24_Siliana_2017_12,Siliana,Siliana,Nord-Ouest,2017,12,2017-12-15,36.048705,9.348463,531386.9,3989406.69,70,32.0,15.69,58.74,72.88,57.73,44.04,52.36,6.32,59.9,données du projet,56.5,66.06,78.36,87.03,59.12,66.97333333333337,75.885,53.51,49.75,49.75
EX24_Siliana_2018_01,Siliana,Siliana,Nord-Ouest,2018,1,2018-01-15,36.080567,9.405755,536532.59,3992960.8,70,32.0,14.49,47.57,74.68,59.22,29.3,44.37,0.0,52.9,données du projet,59.9,56.5,66.06,87.48,45.55,60.82000000000005,71.36333333333333,39.12,51.23,51.23
EX24_Siliana_2018_02,Siliana,Siliana,Nord-Ouest,2018,2,2018-02-15,36.130874,9.348913,531394.68,3998520.81,70,32.0,15.69,42.29,75.81,44.91,64.46,50.9,15.36,42.06,données du projet,52.9,59.9,56.5,79.88,37.38,56.43333333333337,65.6,44.69,52.97,52.97
EX24_Siliana_2018_03,Siliana,Siliana,Nord-Ouest,2018,3,2018-03-15,35.995252,9.360223,532468.07,3983481.84,70,32.0,17.03,37.33,68.43,43.99,55.66,59.38,7.44,45.6,données du projet,42.06,52.9,59.9,78.36,48.55,51.62000000000004,59.29666666666666,60.27,67.38,67.38
EX24_Siliana_2018_04,Siliana,Siliana,Nord-Ouest,2018,4,2018-04-15,36.063674,9.423546,538142.56,3991093.89,70,32.0,24.32,35.86,64.39,46.1,54.41,45.71,28.47,57.19,données du projet,45.6,42.06,52.9,66.06,57.18,46.85333333333338,53.836666666666666,70.66,80.89,80.89
EX24_Siliana_2018_05,Siliana,Siliana,Nord-Ouest,2018,5,2018-05-15,36.049131,9.410239,536951.02,3989475.72,70,32.0,26.68,52.43,53.8,38.53,63.39,54.16,12.97,67.21,données du projet,57.19,45.6,42.06,56.5,69.92,48.28333333333338,52.35833333333334,84.04,86.28,86.28
EX24_Siliana_2018_06,Siliana,Siliana,Nord-Ouest,2018,6,2018-06-15,36.068834,9.37513,533780.22,3991648.35,70,32.0,33.64,34.59,47.64,27.19,86.59,63.77,33.38,82.76,données du projet,67.21,57.19,45.6,59.9,87.03,56.666666666666714,54.143333333333324,100.0,84.84,84.84
EX24_Siliana_2018_07,Siliana,Siliana,Nord-Ouest,2018,7,2018-07-15,36.083476,9.35304,531785.14,3993264.92,70,32.0,34.67,8.94,41.94,21.11,100.0,63.83,43.37,87.33,données du projet,82.76,67.21,57.19,52.9,87.48,69.05333333333338,57.953333333333326,76.6,77.18,77.18
EX24_Siliana_2018_08,Siliana,Siliana,Nord-Ouest,2018,8,2018-08-15,36.070328,9.334214,530095.18,3991800.62,70,32.0,32.71,33.69,44.17,25.66,91.56,61.28,49.32,87.58,données du projet,87.33,82.76,67.21,42.06,79.88,79.10000000000005,63.69166666666666,72.0,71.1,71.1
EX24_Siliana_2018_09,Siliana,Siliana,Nord-Ouest,2018,9,2018-09-15,36.04795,9.425235,538302.35,3989350.48,70,32.0,28.8,8.44,55.0,32.22,76.96,61.88,40.51,80.94,données du projet,87.58,87.33,82.76,45.6,78.36,85.89000000000004,71.27833333333334,57.15,58.83,58.83
EX24_Siliana_2018_10,Siliana,Siliana,Nord-Ouest,2018,10,2018-10-15,36.067662,9.397989,535839.19,3991526.53,70,32.0,24.3,36.12,60.85,48.05,61.71,44.98,7.63,62.9,données du projet,80.94,87.58,87.33,57.19,66.06,85.28333333333337,77.16833333333334,60.17,53.09,53.09
EX24_Siliana_2018_11,Siliana,Siliana,Nord-Ouest,2018,11,2018-11-15,36.084905,9.326957,529436.26,3993415.14,70,32.0,19.07,40.7,66.77,56.26,47.66,48.39,12.2,61.88,données du projet,62.9,80.94,87.58,67.21,56.5,77.14000000000004,78.11999999999999,48.83,52.06,52.06
EX24_Siliana_2018_12,Siliana,Siliana,Nord-Ouest,2018,12,2018-12-15,36.14594,9.383924,534538.33,4000203.76,70,32.0,14.2,55.3,77.11,54.92,42.55,45.54,23.1,55.51,données du projet,61.88,62.9,80.94,82.76,59.9,68.57333333333338,77.23166666666667,53.41,53.89,53.89
EX24_Siliana_2019_01,Siliana,Siliana,Nord-Ouest,2019,1,2019-01-15,36.04284,9.375595,533833.21,3988765.31,70,32.0,15.1,41.5,72.4,48.82,37.38,46.05,9.64,48.59,données du projet,55.51,61.88,62.9,87.33,52.9,60.096666666666714,72.69,69.12,60.08,60.08
EX24_Siliana_2019_02,Siliana,Siliana,Nord-Ouest,2019,2,2019-02-15,36.094522,9.398847,535904.31,3994506.05,70,32.0,16.31,37.67,76.73,53.85,43.29,50.68,3.95,58.01,données du projet,48.59,55.51,61.88,87.58,42.06,55.32666666666671,66.23333333333333,47.77,70.07,70.07
EX24_Siliana_2019_03,Siliana,Siliana,Nord-Ouest,2019,3,2019-03-15,36.108036,9.347872,531310.1,3995987.32,70,32.0,20.76,39.15,68.95,43.13,51.49,56.87,5.03,56.66,données du projet,58.01,48.59,55.51,80.94,45.6,54.03666666666671,61.305,72.56,74.46,74.46
EX24_Siliana_2019_04,Siliana,Siliana,Nord-Ouest,2019,4,2019-04-15,36.094802,9.360846,532483.25,3994523.68,70,32.0,22.05,25.57,69.25,48.02,72.32,72.95,7.77,63.84,données du projet,56.66,58.01,48.59,62.9,57.19,54.42000000000005,57.258333333333326,72.13,84.3,84.3
EX24_Siliana_2019_05,Siliana,Siliana,Nord-Ouest,2019,5,2019-05-15,36.100278,9.364623,532821.03,3995132.39,70,32.0,26.29,19.98,55.58,33.11,72.98,52.93,11.62,80.78,données du projet,63.84,56.66,58.01,61.88,67.21,59.50333333333339,57.415,80.21,91.06,91.06
EX24_Siliana_2019_06,Siliana,Siliana,Nord-Ouest,2019,6,2019-06-15,36.104131,9.358674,532283.95,3995557.77,70,32.0,33.26,9.62,45.93,28.19,100.0,65.05,26.54,82.24,données du projet,80.78,63.84,56.66,55.51,82.76,67.09333333333338,60.565,89.75,84.58,84.58
EX24_Siliana_2019_07,Siliana,Siliana,Nord-Ouest,2019,7,2019-07-15,36.105963,9.410981,536991.25,3995779.62,70,32.0,31.64,6.87,51.87,23.83,96.74,64.37,27.29,84.28,données du projet,82.24,80.78,63.84,48.59,87.33,75.62000000000005,65.02,90.96,84.08,84.08
EX24_Siliana_2019_08,Siliana,Siliana,Nord-Ouest,2019,8,2019-08-15,36.076909,9.311337,528032.83,3992523.65,70,32.0,32.82,0.0,57.32,26.04,100.0,67.41,41.51,90.88,données du projet,84.28,82.24,80.78,58.01,87.58,82.43333333333338,70.96833333333333,77.13,65.2,65.2
EX24_Siliana_2019_09,Siliana,Siliana,Nord-Ouest,2019,9,2019-09-15,36.062416,9.379252,534154.22,3990937.92,70,32.0,27.36,41.72,53.41,37.5,80.26,69.99,26.83,82.57,données du projet,90.88,84.28,82.24,56.66,80.94,85.80000000000005,76.44666666666667,74.81,57.5,57.5
EX24_Siliana_2019_10,Siliana,Siliana,Nord-Ouest,2019,10,2019-10-15,36.074974,9.338023,530436.41,3992317.14,70,32.0,22.41,45.46,63.42,48.23,69.31,60.99,12.57,69.5,données du projet,82.57,90.88,84.28,63.84,62.9,85.91000000000004,80.765,44.72,48.16,48.16
EX24_Siliana_2019_11,Siliana,Siliana,Nord-Ouest,2019,11,2019-11-15,36.046924,9.463901,541785.68,3989252.61,70,32.0,18.31,49.89,67.73,56.72,46.53,61.1,13.42,58.01,données du projet,69.5,82.57,90.88,80.78,61.88,80.98333333333339,81.70833333333333,66.91,45.76,45.76
EX24_Siliana_2019_12,Siliana,Siliana,Nord-Ouest,2019,12,2019-12-15,36.102463,9.344538,531012.26,3995368.11,70,32.0,12.35,50.57,77.15,53.44,38.67,45.0,9.29,49.42,données du projet,58.01,69.5,82.57,82.24,55.51,70.02666666666671,77.91333333333334,61.42,48.55,48.55
EX24_Siliana_2020_01,Siliana,Siliana,Nord-Ouest,2020,1,2020-01-15,36.081586,9.312178,528106.86,3993042.64,70,32.0,14.14,32.65,72.3,55.51,31.56,55.84,0.61,49.42,données du projet,49.42,58.01,69.5,84.28,48.59,58.976666666666716,72.44333333333334,41.78,58.02,58.02
EX24_Siliana_2020_02,Siliana,Siliana,Nord-Ouest,2020,2,2020-02-15,36.109337,9.372987,533570.02,3996139.99,70,32.0,15.76,53.18,76.7,55.72,44.66,48.12,13.74,44.34,données du projet,49.42,49.42,58.01,90.88,58.01,52.28333333333338,66.63333333333333,51.67,65.62,65.62
EX24_Siliana_2020_03,Siliana,Siliana,Nord-Ouest,2020,3,2020-03-15,36.104446,9.387499,534878.3,3995602.64,70,32.0,18.6,37.9,63.99,54.83,50.8,53.06,17.6,60.03,données du projet,44.34,49.42,49.42,82.57,56.66,47.726666666666716,58.876666666666665,71.13,79.21,79.21
EX24_Siliana_2020_04,Siliana,Siliana,Nord-Ouest,2020,4,2020-04-15,36.127976,9.393026,535365.27,3998214.55,70,32.0,22.78,50.91,59.72,32.53,65.83,59.62,25.17,63.67,données du projet,60.03,44.34,49.42,69.5,63.84,51.26333333333338,55.12,82.62,89.5,89.5
EX24_Siliana_2020_05,Siliana,Siliana,Nord-Ouest,2020,5,2020-05-15,36.053561,9.331089,529820.15,3989939.86,70,32.0,28.99,22.33,52.65,34.45,87.59,70.27,0.0,74.57,données du projet,63.67,60.03,44.34,58.01,80.78,56.013333333333385,54.14833333333333,72.69,90.03,90.03
EX24_Siliana_2020_06,Siliana,Siliana,Nord-Ouest,2020,6,2020-06-15,36.068112,9.291639,526262.15,3991542.44,70,32.0,31.49,49.83,53.79,29.46,80.74,61.24,34.9,93.89,données du projet,74.57,63.67,60.03,49.42,82.24,66.09000000000005,56.90833333333333,88.79,94.26,94.26
EX24_Siliana_2020_07,Siliana,Siliana,Nord-Ouest,2020,7,2020-07-15,36.067706,9.393922,535472.93,3991529.91,70,32.0,34.8,18.15,43.11,20.01,99.89,56.34,49.03,96.55,données du projet,93.89,74.57,63.67,49.42,84.28,77.37666666666672,64.32,100.0,82.2,82.2
EX24_Siliana_2020_08,Siliana,Siliana,Nord-Ouest,2020,8,2020-08-15,36.08739,9.387527,534888.41,3993710.87,70,32.0,33.17,5.99,44.3,22.18,99.45,67.69,38.32,93.92,données du projet,96.55,93.89,74.57,44.34,90.88,88.3366666666667,72.175,78.51,68.73,68.73
EX24_Siliana_2020_09,Siliana,Siliana,Nord-Ouest,2020,9,2020-09-15,36.103368,9.326943,529428.1,3995463.05,70,32.0,27.06,15.22,48.71,42.76,77.24,64.51,46.84,88.5,données du projet,93.92,96.55,93.89,60.03,82.57,94.7866666666667,80.43833333333333,81.91,67.55,67.55
